Date,Year,Day of Year,Day of Run,Total Precipitation
8/3/18,2018,215,3502,0
8/4/18,2018,216,3503,0
8/5/18,2018,217,3504,0
8/6/18,2018,218,3505,0
8/7/18,2018,219,3506,0
8/8/18,2018,220,3507,0
8/9/18,2018,221,3508,0
8/10/18,2018,222,3509,0
8/11/18,2018,223,3510,0
8/12/18,2018,224,3511,0
8/13/18,2018,225,3512,0
8/14/18,2018,226,3513,0
8/15/18,2018,227,3514,0
8/16/18,2018,228,3515,0.27
8/17/18,2018,229,3516,0.26
8/18/18,2018,230,3517,0
8/19/18,2018,231,3518,0
8/20/18,2018,232,3519,0
8/21/18,2018,233,3520,0
8/22/18,2018,234,3521,0
8/23/18,2018,235,3522,0
8/24/18,2018,236,3523,0
8/25/18,2018,237,3524,0
8/26/18,2018,238,3525,0
8/27/18,2018,239,3526,0
8/28/18,2018,240,3527,0
8/29/18,2018,241,3528,0
8/30/18,2018,242,3529,0
8/31/18,2018,243,3530,0
9/1/18,2018,244,3531,0
9/2/18,2018,245,3532,0
9/3/18,2018,246,3533,0
9/4/18,2018,247,3534,0
9/5/18,2018,248,3535,0
9/6/18,2018,249,3536,0
9/7/18,2018,250,3537,0
9/8/18,2018,251,3538,0
9/9/18,2018,252,3539,0
9/10/18,2018,253,3540,0
9/11/18,2018,254,3541,0
9/12/18,2018,255,3542,0
9/13/18,2018,256,3543,0
9/14/18,2018,257,3544,0
9/15/18,2018,258,3545,0
9/16/18,2018,259,3546,0
9/17/18,2018,260,3547,0
9/18/18,2018,261,3548,0
9/19/18,2018,262,3549,0
9/20/18,2018,263,3550,0
9/21/18,2018,264,3551,0
9/22/18,2018,265,3552,0
9/23/18,2018,266,3553,0
9/24/18,2018,267,3554,0
9/25/18,2018,268,3555,0
9/26/18,2018,269,3556,0
9/27/18,2018,270,3557,0
9/28/18,2018,271,3558,0
9/29/18,2018,272,3559,0
9/30/18,2018,273,3560,0
10/1/18,2018,274,3561,0.04
10/2/18,2018,275,3562,0
10/3/18,2018,276,3563,0
10/4/18,2018,277,3564,0
10/5/18,2018,278,3565,0
10/6/18,2018,279,3566,0
10/7/18,2018,280,3567,0
10/8/18,2018,281,3568,0
10/9/18,2018,282,3569,0
10/10/18,2018,283,3570,0
10/11/18,2018,284,3571,0
10/12/18,2018,285,3572,0.45
10/13/18,2018,286,3573,0.56
10/14/18,2018,287,3574,0
10/15/18,2018,288,3575,0
10/16/18,2018,289,3576,0
10/17/18,2018,290,3577,0
10/18/18,2018,291,3578,0
10/19/18,2018,292,3579,0
10/20/18,2018,293,3580,0
10/21/18,2018,294,3581,0
10/22/18,2018,295,3582,0
10/23/18,2018,296,3583,0
10/24/18,2018,297,3584,0
10/25/18,2018,298,3585,0
10/26/18,2018,299,3586,0
10/27/18,2018,300,3587,0
10/28/18,2018,301,3588,0
10/29/18,2018,302,3589,0
10/30/18,2018,303,3590,0
10/31/18,2018,304,3591,0
11/1/18,2018,305,3592,0
11/2/18,2018,306,3593,0
11/3/18,2018,307,3594,0
11/4/18,2018,308,3595,0
11/5/18,2018,309,3596,0
11/6/18,2018,310,3597,0
11/7/18,2018,311,3598,0
11/8/18,2018,312,3599,0
11/9/18,2018,313,3600,0
11/10/18,2018,314,3601,0
11/11/18,2018,315,3602,0
11/12/18,2018,316,3603,0
11/13/18,2018,317,3604,0
11/14/18,2018,318,3605,0
11/15/18,2018,319,3606,0
11/16/18,2018,320,3607,0
11/17/18,2018,321,3608,0
11/18/18,2018,322,3609,0
11/19/18,2018,323,3610,0
11/20/18,2018,324,3611,0
11/21/18,2018,325,3612,0
11/22/18,2018,326,3613,0.13
11/23/18,2018,327,3614,0
11/24/18,2018,328,3615,0
11/25/18,2018,329,3616,0
11/26/18,2018,330,3617,0
11/27/18,2018,331,3618,0
11/28/18,2018,332,3619,0
11/29/18,2018,333,3620,0.1
11/30/18,2018,334,3621,0.47
12/1/18,2018,335,3622,0.2
12/2/18,2018,336,3623,0.12
12/3/18,2018,337,3624,0.06
12/4/18,2018,338,3625,0
12/5/18,2018,339,3626,0
12/6/18,2018,340,3627,0
12/7/18,2018,341,3628,0.84
12/8/18,2018,342,3629,0
12/9/18,2018,343,3630,0
12/10/18,2018,344,3631,0
12/11/18,2018,345,3632,0
12/12/18,2018,346,3633,0
12/13/18,2018,347,3634,0
12/14/18,2018,348,3635,0
12/15/18,2018,349,3636,0
12/16/18,2018,350,3637,0
12/17/18,2018,351,3638,0
12/18/18,2018,352,3639,0
12/19/18,2018,353,3640,0
12/20/18,2018,354,3641,0
12/21/18,2018,355,3642,0
12/22/18,2018,356,3643,0
12/23/18,2018,357,3644,0
12/24/18,2018,358,3645,0
12/25/18,2018,359,3646,0.08
12/26/18,2018,360,3647,0.04
12/27/18,2018,361,3648,0
12/28/18,2018,362,3649,0
12/29/18,2018,363,3650,0
12/30/18,2018,364,3651,0
12/31/18,2018,365,3652,0
1/1/19,2019,1,3653,0.02
1/2/19,2019,2,3654,0.1
1/3/19,2019,3,3655,0.01
1/4/19,2019,4,3656,0
1/5/19,2019,5,3657,0
1/6/19,2019,6,3658,0.26
1/7/19,2019,7,3659,0.02
1/8/19,2019,8,3660,0
1/9/19,2019,9,3661,0
1/10/19,2019,10,3662,0
1/11/19,2019,11,3663,0
1/12/19,2019,12,3664,0.09
1/13/19,2019,13,3665,0.3
1/14/19,2019,14,3666,0
1/15/19,2019,15,3667,0.22
1/16/19,2019,16,3668,0.5
1/17/19,2019,17,3669,0.96
1/18/19,2019,18,3670,0
1/19/19,2019,19,3671,0
1/20/19,2019,20,3672,0
1/21/19,2019,21,3673,0
1/22/19,2019,22,3674,0
1/23/19,2019,23,3675,0
1/24/19,2019,24,3676,0
1/25/19,2019,25,3677,0
1/26/19,2019,26,3678,0
1/27/19,2019,27,3679,0
1/28/19,2019,28,3680,0
1/29/19,2019,29,3681,0
1/30/19,2019,30,3682,0
1/31/19,2019,31,3683,0
2/1/19,2019,32,3684,0.39
2/2/19,2019,33,3685,0.69
2/3/19,2019,34,3686,0.41
2/4/19,2019,35,3687,0.04
2/5/19,2019,36,3688,0.01
2/6/19,2019,37,3689,0.11
2/7/19,2019,38,3690,0.4
2/8/19,2019,39,3691,0.13
2/9/19,2019,40,3692,0.07
2/10/19,2019,41,3693,0
2/11/19,2019,42,3694,0
2/12/19,2019,43,3695,0
2/13/19,2019,44,3696,1.32
2/14/19,2019,45,3697,7.8
2/15/19,2019,46,3698,0.24
2/16/19,2019,47,3699,0.16
2/17/19,2019,48,3700,0.03
2/18/19,2019,49,3701,0.02
2/19/19,2019,50,3702,0.29
2/20/19,2019,51,3703,0.09
2/21/19,2019,52,3704,0.02
2/22/19,2019,53,3705,0.44
2/23/19,2019,54,3706,0.07
2/24/19,2019,55,3707,0
2/25/19,2019,56,3708,0
2/26/19,2019,57,3709,0
2/27/19,2019,58,3710,0
2/28/19,2019,59,3711,0
3/1/19,2019,60,3712,0
3/2/19,2019,61,3713,1.16
3/3/19,2019,62,3714,0
3/4/19,2019,63,3715,0
3/5/19,2019,64,3716,0.16
3/6/19,2019,65,3717,0.63
3/7/19,2019,66,3718,0
3/8/19,2019,67,3719,0
3/9/19,2019,68,3720,0
3/10/19,2019,69,3721,0
3/11/19,2019,70,3722,0.02
3/12/19,2019,71,3723,0.78
3/13/19,2019,72,3724,0.01
3/14/19,2019,73,3725,0
3/15/19,2019,74,3726,0
3/16/19,2019,75,3727,0
3/17/19,2019,76,3728,0
3/18/19,2019,77,3729,0
3/19/19,2019,78,3730,0
3/20/19,2019,79,3731,0
3/21/19,2019,80,3732,0.07
3/22/19,2019,81,3733,0.07
3/23/19,2019,82,3734,0
3/24/19,2019,83,3735,0
3/25/19,2019,84,3736,0
3/26/19,2019,85,3737,0
3/27/19,2019,86,3738,0
3/28/19,2019,87,3739,0
3/29/19,2019,88,3740,0
3/30/19,2019,89,3741,0
3/31/19,2019,90,3742,0
4/1/19,2019,91,3743,0
4/2/19,2019,92,3744,0
4/3/19,2019,93,3745,0
4/4/19,2019,94,3746,0
4/5/19,2019,95,3747,0
4/6/19,2019,96,3748,0
4/7/19,2019,97,3749,0
4/8/19,2019,98,3750,0
4/9/19,2019,99,3751,0
4/10/19,2019,100,3752,0
4/11/19,2019,101,3753,0
4/12/19,2019,102,3754,0
4/13/19,2019,103,3755,0
4/14/19,2019,104,3756,0
4/15/19,2019,105,3757,0
4/16/19,2019,106,3758,0
4/17/19,2019,107,3759,0
4/18/19,2019,108,3760,0
4/19/19,2019,109,3761,0
4/20/19,2019,110,3762,0
4/21/19,2019,111,3763,0
4/22/19,2019,112,3764,0
4/23/19,2019,113,3765,0
4/24/19,2019,114,3766,0
4/25/19,2019,115,3767,0
4/26/19,2019,116,3768,0
4/27/19,2019,117,3769,0
4/28/19,2019,118,3770,0
4/29/19,2019,119,3771,0
4/30/19,2019,120,3772,0
5/1/19,2019,121,3773,0
5/2/19,2019,122,3774,0
5/3/19,2019,123,3775,0
5/4/19,2019,124,3776,0
5/5/19,2019,125,3777,0
5/6/19,2019,126,3778,0
5/7/19,2019,127,3779,0
5/8/19,2019,128,3780,0
5/9/19,2019,129,3781,0
5/10/19,2019,130,3782,0
5/11/19,2019,131,3783,0
5/12/19,2019,132,3784,0
5/13/19,2019,133,3785,0
5/14/19,2019,134,3786,0
5/15/19,2019,135,3787,0
5/16/19,2019,136,3788,0.3
5/17/19,2019,137,3789,0
5/18/19,2019,138,3790,0
5/19/19,2019,139,3791,0.3
5/20/19,2019,140,3792,0.02
5/21/19,2019,141,3793,0
5/22/19,2019,142,3794,0
5/23/19,2019,143,3795,0.49
5/24/19,2019,144,3796,0
5/25/19,2019,145,3797,0
5/26/19,2019,146,3798,0
5/27/19,2019,147,3799,0.06
5/28/19,2019,148,3800,0
5/29/19,2019,149,3801,0.01
5/30/19,2019,150,3802,0
5/31/19,2019,151,3803,0
6/1/19,2019,152,3804,0
6/2/19,2019,153,3805,0
6/3/19,2019,154,3806,0
6/4/19,2019,155,3807,0
6/5/19,2019,156,3808,0
6/6/19,2019,157,3809,0
6/7/19,2019,158,3810,0
6/8/19,2019,159,3811,0
6/9/19,2019,160,3812,0
6/10/19,2019,161,3813,0
6/11/19,2019,162,3814,0
6/12/19,2019,163,3815,0
6/13/19,2019,164,3816,0
6/14/19,2019,165,3817,0
6/15/19,2019,166,3818,0
6/16/19,2019,167,3819,0
6/17/19,2019,168,3820,0
6/18/19,2019,169,3821,0
6/19/19,2019,170,3822,0
6/20/19,2019,171,3823,0
6/21/19,2019,172,3824,0
6/22/19,2019,173,3825,0
6/23/19,2019,174,3826,0
6/24/19,2019,175,3827,0
6/25/19,2019,176,3828,0
6/26/19,2019,177,3829,0
6/27/19,2019,178,3830,0
6/28/19,2019,179,3831,0
6/29/19,2019,180,3832,0
6/30/19,2019,181,3833,0
7/1/19,2019,182,3834,0
7/2/19,2019,183,3835,0
7/3/19,2019,184,3836,0
7/4/19,2019,185,3837,0
7/5/19,2019,186,3838,0
7/6/19,2019,187,3839,0
7/7/19,2019,188,3840,0
7/8/19,2019,189,3841,0
7/9/19,2019,190,3842,0
7/10/19,2019,191,3843,0
7/11/19,2019,192,3844,0
7/12/19,2019,193,3845,0
7/13/19,2019,194,3846,0
7/14/19,2019,195,3847,0
7/15/19,2019,196,3848,0
7/16/19,2019,197,3849,0
7/17/19,2019,198,3850,0
7/18/19,2019,199,3851,0
7/19/19,2019,200,3852,0
7/20/19,2019,201,3853,0
7/21/19,2019,202,3854,0
7/22/19,2019,203,3855,0.01
7/23/19,2019,204,3856,0.02
7/24/19,2019,205,3857,0.09
7/25/19,2019,206,3858,0.02
7/26/19,2019,207,3859,0
7/27/19,2019,208,3860,0
7/28/19,2019,209,3861,0
7/29/19,2019,210,3862,0
7/30/19,2019,211,3863,0
7/31/19,2019,212,3864,0
8/1/19,2019,213,3865,0
8/2/19,2019,214,3866,0
8/3/19,2019,215,3867,0
8/4/19,2019,216,3868,0
8/5/19,2019,217,3869,0
8/6/19,2019,218,3870,0
8/7/19,2019,219,3871,0
8/8/19,2019,220,3872,0
8/9/19,2019,221,3873,0
8/10/19,2019,222,3874,0
8/11/19,2019,223,3875,0
8/12/19,2019,224,3876,0
8/13/19,2019,225,3877,0
8/14/19,2019,226,3878,0
8/15/19,2019,227,3879,0
8/16/19,2019,228,3880,0
8/17/19,2019,229,3881,0
8/18/19,2019,230,3882,0
8/19/19,2019,231,3883,0
8/20/19,2019,232,3884,0
8/21/19,2019,233,3885,0
8/22/19,2019,234,3886,0
8/23/19,2019,235,3887,0
8/24/19,2019,236,3888,0
8/25/19,2019,237,3889,0
8/26/19,2019,238,3890,0
8/27/19,2019,239,3891,0
8/28/19,2019,240,3892,0
8/29/19,2019,241,3893,0
8/30/19,2019,242,3894,0
8/31/19,2019,243,3895,0
9/1/19,2019,244,3896,0
9/2/19,2019,245,3897,2.48
9/3/19,2019,246,3898,0
9/4/19,2019,247,3899,0.01
9/5/19,2019,248,3900,0.13
9/6/19,2019,249,3901,0
9/7/19,2019,250,3902,0
9/8/19,2019,251,3903,0
9/9/19,2019,252,3904,0
9/10/19,2019,253,3905,0
9/11/19,2019,254,3906,0
9/12/19,2019,255,3907,0
9/13/19,2019,256,3908,0
9/14/19,2019,257,3909,0
9/15/19,2019,258,3910,0
9/16/19,2019,259,3911,0
9/17/19,2019,260,3912,0
9/18/19,2019,261,3913,0
9/19/19,2019,262,3914,0
9/20/19,2019,263,3915,0
9/21/19,2019,264,3916,0
9/22/19,2019,265,3917,0
9/23/19,2019,266,3918,0
9/24/19,2019,267,3919,0
9/25/19,2019,268,3920,0
9/26/19,2019,269,3921,0
9/27/19,2019,270,3922,0
9/28/19,2019,271,3923,0
9/29/19,2019,272,3924,0
9/30/19,2019,273,3925,0
10/1/19,2019,274,3926,0
10/2/19,2019,275,3927,0
10/3/19,2019,276,3928,0
10/4/19,2019,277,3929,0
10/5/19,2019,278,3930,0
10/6/19,2019,279,3931,0
10/7/19,2019,280,3932,0
10/8/19,2019,281,3933,0
10/9/19,2019,282,3934,0
10/10/19,2019,283,3935,0
10/11/19,2019,284,3936,0
10/12/19,2019,285,3937,0
10/13/19,2019,286,3938,0
10/14/19,2019,287,3939,0
10/15/19,2019,288,3940,0
10/16/19,2019,289,3941,0
10/17/19,2019,290,3942,0
10/18/19,2019,291,3943,0
10/19/19,2019,292,3944,0
10/20/19,2019,293,3945,0
10/21/19,2019,294,3946,0
10/22/19,2019,295,3947,0
10/23/19,2019,296,3948,0
10/24/19,2019,297,3949,0
10/25/19,2019,298,3950,0
10/26/19,2019,299,3951,0
10/27/19,2019,300,3952,0
10/28/19,2019,301,3953,0
10/29/19,2019,302,3954,0
10/30/19,2019,303,3955,0
10/31/19,2019,304,3956,0
11/1/19,2019,305,3957,0
11/2/19,2019,306,3958,0
11/3/19,2019,307,3959,0
11/4/19,2019,308,3960,0
11/5/19,2019,309,3961,0
11/6/19,2019,310,3962,0
11/7/19,2019,311,3963,0
11/8/19,2019,312,3964,0
11/9/19,2019,313,3965,0
11/10/19,2019,314,3966,0
11/11/19,2019,315,3967,0
11/12/19,2019,316,3968,0
11/13/19,2019,317,3969,0
11/14/19,2019,318,3970,0
11/15/19,2019,319,3971,0
11/16/19,2019,320,3972,0
11/17/19,2019,321,3973,0
11/18/19,2019,322,3974,0
11/19/19,2019,323,3975,0.29
11/20/19,2019,324,3976,0.01
11/21/19,2019,325,3977,0.34
11/22/19,2019,326,3978,0.09
11/23/19,2019,327,3979,0
11/24/19,2019,328,3980,0
11/25/19,2019,329,3981,0
11/26/19,2019,330,3982,0
11/27/19,2019,331,3983,0
11/28/19,2019,332,3984,0
11/29/19,2019,333,3985,0
11/30/19,2019,334,3986,0.44
12/1/19,2019,335,3987,0
12/2/19,2019,336,3988,0
12/3/19,2019,337,3989,0.07
12/4/19,2019,338,3990,0.93
12/5/19,2019,339,3991,0.32
12/6/19,2019,340,3992,0.1
12/7/19,2019,341,3993,0.33
12/8/19,2019,342,3994,0
12/9/19,2019,343,3995,0.17
12/10/19,2019,344,3996,0
12/11/19,2019,345,3997,0
12/12/19,2019,346,3998,0
12/13/19,2019,347,3999,0
12/14/19,2019,348,4000,0
12/15/19,2019,349,4001,0
12/16/19,2019,350,4002,0
12/17/19,2019,351,4003,0
12/18/19,2019,352,4004,0
12/19/19,2019,353,4005,0
12/20/19,2019,354,4006,0
12/21/19,2019,355,4007,0
12/22/19,2019,356,4008,0
12/23/19,2019,357,4009,0
12/24/19,2019,358,4010,0.35
12/25/19,2019,359,4011,0.01
12/26/19,2019,360,4012,0.01
12/27/19,2019,361,4013,0.29
12/28/19,2019,362,4014,0.04
12/29/19,2019,363,4015,0
12/30/19,2019,364,4016,0
12/31/19,2019,365,4017,0.45
